column_name,importance
duration,0.34693856011522933
poutcome_success,0.16995364149298386
age,0.058371873239110285
pdays,0.05518204590961249
month_oct,0.04317268837864497
poutcome_unknown,0.03479057183898348
previous,0.0347263776099939
day,0.033271869293981474
balance,0.03118895098300837
housing_yes,0.02466405448857494
contact_unknown,0.02462371904694952
month_mar,0.016201585717825952
month_jun,0.011759481984335251
marital_married,0.010279559701465707
campaign,0.00977270371138667
month_may,0.009668214088026901
job_retired,0.00861637808684227
month_sep,0.006955909578886956
job_blue-collar,0.006003006453220355
month_aug,0.005769981780250062
job_management,0.00539598208645395
loan_yes,0.005085369644793053
education_tertiary,0.004699904284688245
marital_single,0.004211560431432873
poutcome_other,0.003884702147260111
job_student,0.0034612462628784467
contact_telephone,0.0034488434363968688
job_technician,0.003435459069702959
month_feb,0.003434814140407827
education_secondary,0.0030548622469244308
education_unknown,0.0024654058726243577
month_nov,0.0021250467951485345
default_yes,0.0021061314072931903
month_dec,0.001822052854393459
month_jul,0.0017962864367950695
job_housemaid,0.0016383789355511364
month_jan,0.0016062256614180301
job_services,0.0013757698510134845
job_self-employed,0.0009377203841552641
job_unemployed,0.0008952015527196005
job_unknown,0.0006538137023574009
job_entrepreneur,0.0005540492962790058
