column_name,importance
duration,0.3684428117268099
poutcome_success,0.16682141751127003
pdays,0.05846302525239938
age,0.05825811159450829
previous,0.04191901918627182
month_oct,0.040536719639421376
balance,0.03207803682957704
contact_unknown,0.03048917068310878
poutcome_unknown,0.02145167989306879
day,0.02104331388078138
housing_yes,0.016140847463346594
month_mar,0.01511771878881054
campaign,0.01161802327954712
month_may,0.011185752151926855
month_jun,0.010793777215788024
marital_married,0.010441549437743733
job_retired,0.010116698731188199
month_sep,0.006796321395575188
month_aug,0.00609212533341604
job_blue-collar,0.005480115650445577
education_tertiary,0.00542512242742849
marital_single,0.004977499946258081
loan_yes,0.004270695933231508
contact_telephone,0.00417647930299728
month_dec,0.004044417700398754
poutcome_other,0.003979427969839536
month_nov,0.0038379912114634433
job_technician,0.0037506968183364225
month_jul,0.0034174485367153462
education_secondary,0.002868679583483155
job_management,0.0027086214439451706
education_unknown,0.0019038204220898072
month_jan,0.0017175758141999746
month_feb,0.0014682891073005552
default_yes,0.0013812233614001232
job_student,0.0011958848983104789
job_unemployed,0.001146161015791726
job_services,0.0010815104511804339
job_housemaid,0.001006059586358025
job_self-employed,0.000980586935344252
job_unknown,0.0009736287907386914
job_entrepreneur,0.0004019430981840726
